#This is a tab-delimited file. Additional Documentation can be found at http://www.mothur.org/wiki/MIMarks_Data_Packages.																		
#Please fill all the required fields indicated with '*'																		
#Unknown or inapplicable fields can be assigned NA value.																		
#You may add extra custom fields to this template. Make sure all the fields are separated by tabs.																		
#You may remove any fields not required (marked with '*'). Make sure all the fields are separated by tabs.																		
#You can edit this template using Microsoft Excel or any other editor. But while saving the file please make sure to save them as 'TAB-DELIMITED' TEXT FILE.																		
#Environmental:MIMARKS.specimen.host-associated.4.0																		
*sample_name	*organism	*collection_date	*biome	*feature	*material	*geo_loc_name	*lat_lon	*title	*seq_methods	samp_mat_process	*host	chem_administration	diet	genotype	samp_store_temp	sex	exp_day	mouse_id
Metro_m8072_d74	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal Metro_m8072 that received Metroindazole on day 74 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	Met	LabDiet 5001	C57BL/6	-80 C	male	74	Metro_m8072
Metro_m8072_dneg7	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal Metro_m8072 that received Metroindazole on day -7 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	Met	LabDiet 5001	C57BL/6	-80 C	male	-7	Metro_m8072
Metro_m8073_d0	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal Metro_m8073 that received Metroindazole on day 0 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	Met	LabDiet 5001	C57BL/6	-80 C	male	0	Metro_m8073
Metro_m8073_d45	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal Metro_m8073 that received Metroindazole on day 45 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	Met	LabDiet 5001	C57BL/6	-80 C	male	45	Metro_m8073
Metro_m8073_d47	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal Metro_m8073 that received Metroindazole on day 47 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	Met	LabDiet 5001	C57BL/6	-80 C	male	47	Metro_m8073
Metro_m8073_d5	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal Metro_m8073 that received Metroindazole on day 5 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	Met	LabDiet 5001	C57BL/6	-80 C	male	5	Metro_m8073
Metro_m8073_d69	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal Metro_m8073 that received Metroindazole on day 69 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	Met	LabDiet 5001	C57BL/6	-80 C	male	69	Metro_m8073
Metro_m8073_d74	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal Metro_m8073 that received Metroindazole on day 74 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	Met	LabDiet 5001	C57BL/6	-80 C	male	74	Metro_m8073
Metro_m8073_dneg7	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal Metro_m8073 that received Metroindazole on day -7 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	Met	LabDiet 5001	C57BL/6	-80 C	male	-7	Metro_m8073
Metro_m8074_d0	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal Metro_m8074 that received Metroindazole on day 0 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	Met	LabDiet 5001	C57BL/6	-80 C	male	0	Metro_m8074
Metro_m8074_d45	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal Metro_m8074 that received Metroindazole on day 45 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	Met	LabDiet 5001	C57BL/6	-80 C	male	45	Metro_m8074
Metro_m8074_d47	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal Metro_m8074 that received Metroindazole on day 47 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	Met	LabDiet 5001	C57BL/6	-80 C	male	47	Metro_m8074
Metro_m8074_d5	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal Metro_m8074 that received Metroindazole on day 5 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	Met	LabDiet 5001	C57BL/6	-80 C	male	5	Metro_m8074
Metro_m8074_d69	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal Metro_m8074 that received Metroindazole on day 69 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	Met	LabDiet 5001	C57BL/6	-80 C	male	69	Metro_m8074
Metro_m8074_d74	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal Metro_m8074 that received Metroindazole on day 74 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	Met	LabDiet 5001	C57BL/6	-80 C	male	74	Metro_m8074
Metro_m8074_dneg7	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal Metro_m8074 that received Metroindazole on day -7 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	Met	LabDiet 5001	C57BL/6	-80 C	male	-7	Metro_m8074
NoAbs_m6554_d0	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6554 that received no antibiotics on day 0 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	0	NoAbs_m6554
NoAbs_m6554_d18	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6554 that received no antibiotics on day 18 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	18	NoAbs_m6554
NoAbs_m6554_d21	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6554 that received no antibiotics on day 21 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	21	NoAbs_m6554
NoAbs_m6554_d25	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6554 that received no antibiotics on day 25 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	25	NoAbs_m6554
NoAbs_m6554_d3	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6554 that received no antibiotics on day 3 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	3	NoAbs_m6554
NoAbs_m6554_d39	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6554 that received no antibiotics on day 39 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	39	NoAbs_m6554
NoAbs_m6554_d45	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6554 that received no antibiotics on day 45 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	45	NoAbs_m6554
NoAbs_m6554_d47	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6554 that received no antibiotics on day 47 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	47	NoAbs_m6554
NoAbs_m6554_d69	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6554 that received no antibiotics on day 69 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	69	NoAbs_m6554
NoAbs_m6554_d73	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6554 that received no antibiotics on day 73 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	73	NoAbs_m6554
NoAbs_m6558_d0	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6558 that received no antibiotics on day 0 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	0	NoAbs_m6558
NoAbs_m6558_d18	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6558 that received no antibiotics on day 18 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	18	NoAbs_m6558
NoAbs_m6558_d21	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6558 that received no antibiotics on day 21 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	21	NoAbs_m6558
NoAbs_m6558_d25	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6558 that received no antibiotics on day 25 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	25	NoAbs_m6558
NoAbs_m6558_d3	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6558 that received no antibiotics on day 3 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	3	NoAbs_m6558
NoAbs_m6558_d39	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6558 that received no antibiotics on day 39 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	39	NoAbs_m6558
NoAbs_m6558_d45	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6558 that received no antibiotics on day 45 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	45	NoAbs_m6558
NoAbs_m6558_d47	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6558 that received no antibiotics on day 47 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	47	NoAbs_m6558
NoAbs_m6558_d66	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6558 that received no antibiotics on day 66 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	66	NoAbs_m6558
NoAbs_m6558_d68	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6558 that received no antibiotics on day 68 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	68	NoAbs_m6558
NoAbs_m6558_d69	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6558 that received no antibiotics on day 69 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	69	NoAbs_m6558
NoAbs_m6558_d70	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6558 that received no antibiotics on day 70 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	70	NoAbs_m6558
NoAbs_m6558_d73	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6558 that received no antibiotics on day 73 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	73	NoAbs_m6558
NoAbs_m6559_d0	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6559 that received no antibiotics on day 0 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	0	NoAbs_m6559
NoAbs_m6559_d18	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6559 that received no antibiotics on day 18 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	18	NoAbs_m6559
NoAbs_m6559_d25	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6559 that received no antibiotics on day 25 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	25	NoAbs_m6559
NoAbs_m6559_d3	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6559 that received no antibiotics on day 3 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	3	NoAbs_m6559
NoAbs_m6559_d39	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6559 that received no antibiotics on day 39 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	39	NoAbs_m6559
NoAbs_m6559_d45	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6559 that received no antibiotics on day 45 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	45	NoAbs_m6559
NoAbs_m6559_d47	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6559 that received no antibiotics on day 47 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	47	NoAbs_m6559
NoAbs_m6559_d66	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6559 that received no antibiotics on day 66 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	66	NoAbs_m6559
NoAbs_m6559_d68	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6559 that received no antibiotics on day 68 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	68	NoAbs_m6559
NoAbs_m6559_d69	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6559 that received no antibiotics on day 69 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	69	NoAbs_m6559
NoAbs_m6559_d70	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6559 that received no antibiotics on day 70 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	70	NoAbs_m6559
NoAbs_m6559_d73	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6559 that received no antibiotics on day 73 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	73	NoAbs_m6559
NoAbs_m6562_d0	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6562 that received no antibiotics on day 0 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	0	NoAbs_m6562
NoAbs_m6562_d18	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6562 that received no antibiotics on day 18 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	18	NoAbs_m6562
NoAbs_m6562_d25	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6562 that received no antibiotics on day 25 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	25	NoAbs_m6562
NoAbs_m6562_d3	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6562 that received no antibiotics on day 3 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	3	NoAbs_m6562
NoAbs_m6562_d39	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6562 that received no antibiotics on day 39 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	39	NoAbs_m6562
NoAbs_m6562_d45	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6562 that received no antibiotics on day 45 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	45	NoAbs_m6562
NoAbs_m6562_d47	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6562 that received no antibiotics on day 47 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	47	NoAbs_m6562
NoAbs_m6562_d66	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6562 that received no antibiotics on day 66 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	66	NoAbs_m6562
NoAbs_m6562_d68	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6562 that received no antibiotics on day 68 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	68	NoAbs_m6562
NoAbs_m6562_d69	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6562 that received no antibiotics on day 69 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	69	NoAbs_m6562
NoAbs_m6562_d70	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6562 that received no antibiotics on day 70 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	70	NoAbs_m6562
NoAbs_m6562_d73	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal NoAbs_m6562 that received no antibiotics on day 73 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	73	NoAbs_m6562
